Age,Training_Hours_Per_Week,Performance_Score,Gender,Calories_Required,Height,Weight,Training_Complexity_Range
31,23.67063029639641,3.042890401097629,Male,2237.004442506485,161.77817871324893,79.13158577163546,Medium
42,28.717326205186495,9.21038511395691,Male,2548.20188233701,161.2201189639583,52.39061261661972,Medium
41,19.780287484309746,5.595851359585962,Male,2491.063392615427,172.07280145340982,59.80867298173956,High
24,17.073069415274816,5.611396508479878,Female,1791.9262323623577,180.1822384953864,59.58244617722551,Low
42,14.02452461784178,5.1139593876593015,Male,2199.0291336801683,156.39490265148876,73.44450859185041,Medium
33,11.263034544267406,9.765231234774648,Female,2217.2209423606105,171.81585578703843,84.43057036699153,Low
36,20.414368695216538,7.757058218535004,Male,2022.1720777370379,181.83733599234526,75.19979462601566,Medium
42,14.632814805489124,7.569199850725733,Male,3102.16313520346,155.82810016137722,66.96426056075641,Medium
21,25.32125594998966,2.150761177155447,Female,2517.4630518004215,172.2565348672718,60.62629155645601,Medium
39,19.917740189571667,8.466384221017696,Male,3250.8933152460013,176.08159289635228,59.21031717664886,Medium
43,22.90812443984246,4.221715749291567,Female,3065.0537754544202,155.5340330730973,59.50196969859261,Low
20,5.548700171372338,2.405135392722653,Female,3472.4118958230265,164.04149329421708,61.10028287401366,High
22,28.306588656431025,1.8216731202004992,Female,1714.802527531907,155.96607391803923,87.7565277380324,Medium
27,23.364044694373934,5.435933556691936,Male,2812.1990851980618,180.69770520704785,79.55281936069481,High
40,27.089332323848268,7.6833180758288036,Female,3096.008002878255,161.5613629971206,61.637542734669616,Low
36,25.819140543116813,2.904965447140742,Male,3109.0892717536744,187.53472595448486,67.6889916331458,Medium
23,23.651378833798496,5.1082225138814605,Female,1811.645585917619,178.91966770547498,68.888905038803,Medium
37,9.373878255219878,9.480645946024836,Male,1859.005314193269,174.22181325064741,98.71773033712029,Medium
31,21.383128913725564,6.344371043281218,Female,3473.0816986770387,182.80956913057884,84.3960421190026,High
36,19.456352492722395,7.924392230653707,Female,2487.0882967566813,155.95141131263506,65.09840087407972,Low
34,28.431072274595028,6.2084458410249255,Female,2306.0201543909075,157.33823051866798,51.462027782675726,Medium
22,15.344878499112225,7.505819815143777,Female,2466.1185593149944,173.70584884110656,94.01599005650525,Medium
42,14.543796637744428,5.4566167195021285,Female,2724.905087005298,172.18625431011444,86.77394681763514,Medium
27,22.262603607688614,1.5334660202408763,Male,3160.6464437367476,157.5326035884317,96.78691573908654,High
36,18.2293748646066,1.250161983201715,Female,1633.7463612022689,158.0646098524348,88.82214124618679,High
38,6.9304238330248245,3.079238540413282,Male,1609.521935495839,156.49349304596126,87.58116133548643,Medium
18,29.195838327387257,2.736620364796705,Male,2696.4844512813324,160.4635834760112,57.36860913399461,Medium
31,13.599433949832648,9.345727991915629,Female,1891.624776269007,171.6103735540805,88.16491598340309,High
29,7.023310184322918,4.1975155658238,Male,1876.8259817808823,163.8200914343072,86.3365141925915,Medium
34,15.142471625781123,3.2203598945569496,Male,1933.1743173360276,186.66007165012564,64.29044466502171,Low
36,13.619229953861623,7.964221546355913,Female,2181.788842805193,163.53547656184398,85.36809936317125,Low
42,16.654863596545542,1.242375663287429,Female,2442.824411675603,180.85852671630377,99.38738540200032,High
43,11.254055347653173,8.050364461167401,Male,1627.4108916905614,159.75299369403947,52.20651168020488,Medium
34,22.051958591433795,3.075938232454684,Female,1932.7520235100617,164.21303067610222,87.80993096292559,High
24,11.77247819719351,6.238097798328179,Male,1760.9418948710468,154.80986784166103,91.24150040507246,Low
43,17.212676667907818,7.239355789436259,Male,2385.2714070162856,176.73039666506844,58.151253189873984,Low
